Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	mzML/FUS-Neurite-NT_1	mzML/FUS-Neurite-NT_2	mzML/FUS-Neurite-NT_3	mzML/FUS-Neurite-NT_4	mzML/FUS-Neurite-NT_5	mzML/FUS-Neurite-NT_6	mzML/FUS-Soma-NT_1	mzML/FUS-Soma-NT_2	mzML/FUS-Soma-NT_3	mzML/FUS-Soma-NT_4	mzML/FUS-Soma-NT_6	mzML/FUS-Neurite-KD_1	mzML/FUS-Neurite-KD_2	mzML/FUS-Neurite-KD_3	mzML/FUS-Neurite-KD_4	mzML/FUS-Neurite-KD_5	mzML/FUS-Neurite-KD_6	mzML/FUS-Soma-KD_1	mzML/FUS-Soma-KD_2	mzML/FUS-Soma-KD_3	mzML/FUS-Soma-KD_4	mzML/FUS-Soma-KD_5	mzML/FUS-Soma-KD_6	mzML/FUS-Soma-NT_5	mzML/HNRNPA1-Neurite-NT_1	mzML/HNRNPA1-Neurite-NT_2	mzML/HNRNPA1-Neurite-NT_3	mzML/HNRNPA1-Neurite-NT_4	mzML/HNRNPA1-Neurite-NT_5	mzML/HNRNPA1-Neurite-NT_6	mzML/HNRNPA1-Soma-NT_1	mzML/HNRNPA1-Soma-NT_2	mzML/HNRNPA1-Soma-NT_3	mzML/HNRNPA1-Soma-NT_4	mzML/HNRNPA1-Soma-NT_5	mzML/HNRNPA1-Soma-NT_6	mzML/HNRNPA1-Neurite-KD_1	mzML/HNRNPA1-Neurite-KD_2	mzML/HNRNPA1-Neurite-KD_3	mzML/HNRNPA1-Neurite-KD_4	mzML/HNRNPA1-Neurite-KD_5	mzML/HNRNPA1-Neurite-KD_6	mzML/HNRNPA1-Soma-KD_1	mzML/HNRNPA1-Soma-KD_2	mzML/HNRNPA1-Soma-KD_3	mzML/HNRNPA1-Soma-KD_4	mzML/HNRNPA1-Soma-KD_5	mzML/HNRNPA1-Soma-KD_6	mzML/TDP43-Neurite-NT_1	mzML/TDP43-Neurite-NT_2	mzML/TDP43-Neurite-NT_3	mzML/TDP43-Neurite-NT_4	mzML/TDP43-Neurite-NT_5	mzML/TDP43-Neurite-NT_6	mzML/TDP43-Soma-NT_1	mzML/TDP43-Soma-NT_2	mzML/TDP43-Soma-NT_3	mzML/TDP43-Soma-NT_4	mzML/TDP43-Soma-NT_5	mzML/TDP43-Soma-NT_6	mzML/TDP43-Neurite-KD_1	mzML/TDP43-Neurite-KD_2	mzML/TDP43-Neurite-KD_3	mzML/TDP43-Neurite-KD_4	mzML/TDP43-Neurite-KD_5	mzML/TDP43-Neurite-KD_6	mzML/TDP43-Soma-KD_1	mzML/TDP43-Soma-KD_2	mzML/TDP43-Soma-KD_3	mzML/TDP43-Soma-KD_4	mzML/TDP43-Soma-KD_5	mzML/TDP43-Soma-KD_6
P15927	P15927	RFA2_HUMAN	RPA2	Replication protein A 32 kDa subunit	760657	784170	809848	781286	669048	693174	1524300	1377710	1499110	1570130	1310970	516286	533755	599438	512525	614739	640222	1362030	1344870	1369870	1700930	467357	1381770	1552230	796469	569652	847759	964651	819841	703769	1329970	1364150	1298950	1568270	1702420	1502160	1123980	841044	858719	1188880	954918	1259740	1640590	1612770	1498330	1493520	1820890	1608520	655317	592291	717057	675760	483795	581393	1041160	821897	1091960	971922	943914		683419	615267	666101	642315	793435	597280	1129400	1036370	1125650	890586	1096810	
P15954	P15954	COX7C_HUMAN	COX7C	Cytochrome c oxidase subunit 7C, mitochondrial	1281870	1572370	1319550	1294600	1532100	1300560	1397930	1358250	1660510	1800240	1878820	1516310	1455570	1604180	1503550	1387650	1251040	1951280	1959820	1601460	1896010	2388510	1567500	2088650	1187190	2265720	1566630	1699780	1756240	2050820	1718570	1882720	1996760	1903950	1723700	2055680	1801150	1342960	1310950	1675530	1458480	1202690	1413130	1576770	1785770	2038160	1832450	1615740	1070600	1374730	1085100	1328410	1248620	1161440	1711720	2701050	1784310	2160390	2016170	15824800	850210	985545	1040510	930265	1039180	976266	1601580	1700600	1836730	2004420	1747520	11302300
P16083	P16083	NQO2_HUMAN	NQO2	Ribosyldihydronicotinamide dehydrogenase [quinone]	54433.5	96861.7		108368	71740.6	103401			58266.1	37521.9	33158	135893	99768.3	123845		102058	86035.4	91494.7	64993	86487.3			62537	66089.2		39662.8	126410	89737.4	120726	148506				58586.5	53794.4	68540.5	99509.4	83386.8	70307	110717	97340.1	105359					49595.8	45147.8	130160	125084	160630	114348	153757	164524		110256		74937.5				79106.7	85069.7	81377.9	126426	100026						
P16152	P16152	CBR1_HUMAN	CBR1	Carbonyl reductase [NADPH] 1	3940990	3736650	3665590	3534250	3896600	3860500	2822350	2788980	2624220	2622360	2829820	3918880	3460810	3823260	3750830	3381040	3824010	2856460	2871270	2852960	3099840	1439260	2974750	2279660	3343450	3314200	3181950	3371070	3331090	3209090	2372430	2263710	2310120	2055230	2235740	2164440	3694270	3704080	3441690	3692990	3807510	4024410	2537700	2581910	2527210	2499910	2301200	2740510	2854750	2877460	2810620	2860390	2764340	2712290	2117790	1927290	2077650	2106260	2415920	675639	2720860	3027680	2780780	2894770	3023110	2929440	2012120	2057630	1829760	1673390	2171760	791598
P16157	P16157	ANK1_HUMAN	ANK1	Ankyrin-1	497472	493157	515150	462999	422173	490539	453717	430163	435834	429784	462468	440615	449614	512322	459478	423997	446776	397119	447103	410275	395663		447606	470800	426221	450135	456701	511164	480855	483074	443939	378610	370866	471046	433315	453997	404812	340978	380668	395143	385786	367860	299075	388398	399036	405560	305199	338058	393357	419093	410454	409235	386292	363333	326897	286036	405998	346440	386794		457892	470764	471082	410705	407712	416929	473746	408172	405607	373595	418096	
P16219	P16219	ACADS_HUMAN	ACADS	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	391541	420283	309241	294184	271977	264076	809918	696252	717704	678073	690292	319191	257522	256883	271864	244689	309200	575409	557730	593526	483689		542604	532106	264953		335079	328090	400564	373105	613797	625896	714271	592147	583215	569232	619298	594896	588831	673306	617880	657027	876645	869198	886039	939380	855742	870251	382626	261135	353692	314974	261647	289225	483730	443278	604386	489193	439727		226777	413714	295319	275218	245698	277119	485444	393919	568679	566222	583219	
P16220	P18846;P16220	CREB1_HUMAN	CREB1	Cyclic AMP-responsive element-binding protein 1		67352.9					938580	954146	982554	1016740	1125790	25997.4	38170	39194.8		26860.6		1096290	1043630	1095970	992571	1660540	987056	1120900							1013360	1050910	853002	1224670	1223470	1106180			38293.8				820501	1222570	1045570	992418	894767	1183240		74333.5					1317170	1135380	1358790	1470670	1406340	1450380							1359040	1270620	1405970	1354550	1352840	1367870
P16278	P16278	BGAL_HUMAN	GLB1	Beta-galactosidase	1096020	1181540	1222530	1285930	1231110	1132740	3270280	3411130	3717120	3244100	3326700	1276540	1270970	1295960	1249300	1148320	1255560	3611390	4266580	4723340	4607550	2765900	3791280	3051660	1164990	852508	1153170	1250770	1212860	1123320	3349910	3236730	3219550	3350800	2738700	3070840	1464160	1277860	1428170	1360370	1142290	1197060	3034330	3294710	3589170	3185030	3389580	2999600	837714	875728	961333	973092	886985	794535	3349680	3339930	3252510	3362720	3169220	1685800	1121330	1211700	1184790	1196130	1355010	1034050	3980730	3933300	3966020	3944650	3663320	1708290
P16298	P16298;P48454;Q08209	PP2BB_HUMAN	PPP3CB	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	5786320	5491730	5808150	5847680	5741280	6221300	4445730	4110970	4017110	3935990	4255130	6222550	6028890	6164240	6447520	6799370	5828060	4392150	4525750	4339160	4325610	3096530	3916610	4302020	5069910	4548860	5886800	5374350	5743780	5686230	4283790	4437630	3976720	4346370	4255430	4875290	4459160	4236110	4202620	4738900	4240170	4060880	3719550	3550620	3948760	3555040	3691230	4792150	5204810	4920950	4751190	4798460	5140120	5283280	4029260	3696490	4244210	4050300	4145620	2375120	5151390	4887340	4791710	4830560	4367710	4970960	3321570	3415040	3444690	2993950	3832270	2003380
P16333	P16333	NCK1_HUMAN	NCK1	SH2/SH3 adapter protein NCK1	482151	459864	404904	427263	448385	396315	265727		331343	306088	416489	452502	373654	399629	464934	385538	338361	289192	312850		462946	526588		354111	497940	390669	486200	462422	451656	537822	483622	237237		266935	416458		446614	434536	379699	553116	501448	412998		395563	370021	358428		364860	342482	397103	333799	434787	397109	432540	153889		555618		384845		456541	256529		247726	415865	478352	402389		72604.3	351808		
P16383	P16383	GCFC2_HUMAN	GCFC2	Intron Large complex component GCFC2					27227				37011		45464.6										54833.8			110677												50711.8	67026.3	49716.5				73611.5	67063.4	77814.9		47106.9	128189	91053									122759											140800		147025	106283	
P16401	P16401	H15_HUMAN	H1-5	Histone H1.5	13743600	15107000	12951500	11479700	14541600	12405400	253981000	220379000	231822000	218252000	228725000	18374400	18048200	18721200	18966000	19096900	23091100	212065000	212036000	214706000	195483000	104913000	222623000	232149000	13212000	11759200	11163500	11509400	11006200	11511800	208577000	219021000	243895000	214093000	229001000	215844000	17887200	23315700	23550900	29182400	18450400	24437700	243984000	241619000	251398000	288896000	259921000	229874000	13898300	15672500	13439000	14596200	15880500	16604900	180037000	186579000	210538000	208959000	201189000	170439000	11311000	12064500	11536000	12209100	18158800	11964700	204138000	205952000	206392000	216493000	206963000	169973000
P16402	P16402	H13_HUMAN	H1-3	Histone H1.3							4150150	3663590	3473090	3096220	4236980							3002450	3757940	2813230	2063270	1559200	3566480	3123660					594867		3955040	5300440	3884150	3526230	4393740	4253790		449216					4760340	6378490	5627200	6592970	6920720	5520690	1408470	855441	839219	999401	519449	1297160	8663920	6703410	5615060	10115700	8863150	5832060	854082	416664	373226		1548000	385522	4748270	5238540	5278150	10058100	5786830	4768060
P16403	P16403	H12_HUMAN	H1-2	Histone H1.2	31079.6												47711.6				23891.3					364765			156766																								162861	227209	229066	212846	245840	222110	1796210	1627160	2409930	1712330	1686170		138721	189124	66641	110485	175616	120327	1460920	1998570	1653540	1571700	2179130	
P16435	P16435	NCPR_HUMAN	POR	NADPH--cytochrome P450 reductase	4614620	4361450	4331970	4029280	4146230	4325160	4246470	4014190	3895050	4005390	3997390	4365430	4202680	4154680	4066940	4090940	4047220	3766860	4230620	4329710	3964110	1477030	3849690	3937990	4586180	4483780	4524960	4615960	4782370	4472330	3764410	3808280	4389350	3749240	3804630	3785560	4840910	5156730	4790260	5021410	4788100	4666960	3906160	4112410	4123200	3970870	3971510	3710630	4141460	4007480	4054240	4115580	4212080	3950720	3532780	2874340	3574100	3524030	3316510	2124500	3810830	4108170	4098370	4114840	4111380	3888490	3721490	3657680	3686710	3763130	4106780	1809350
P16519	P16519	NEC2_HUMAN	PCSK2	Neuroendocrine convertase 2	200981	217842	193818	229878	147580	208584	303719	97048	127613	106682	150123	128595	155456		143837	155921			279737	64306.9				243035	172527		228161	228012	238625	297055	227115	171095	312832	192824	197670	268447			80673.5		110407		187443			337142		146851	322520	328387	321273	303122	367904	311911	282754	208302	302885	193441	194356			117765	128173		68122.7		210892		125772	132269	195140	
P16591	P16591;P07332	FER_HUMAN	FER	Tyrosine-protein kinase Fer	461569	399126	326549	294971	361619	253248	251467	261464	234836	191312	216444	404291	373766	395929	414011	330400	338918	238279	216727	212855	359668		260684	369592	414472		463261	389145	303485	357263	434452	152395	135694	229787		164791	521777	452799	426089	430422	372145	426946	283920	294822	351808	284040	259228				194112	183291	201558	160077							214545	212221	309290		243820	232041		125038				
P16615	P16615	AT2A2_HUMAN	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	6299820	6394780	6083540	5747920	5786060	5824670	8505860	8504570	8646540	8290100	8248070	5162710	4763700	5013420	4985690	4620760	5115600	8083930	7936240	7966240	7905910	4400170	7493130	7693400	6012190	5520900	6106160	6125850	6155600	6493590	7490300	7788300	7673080	8050340	7383560	7701450	6446800	6791800	6120620	6554540	6353370	6753390	7532610	7444700	7347000	7633870	7131820	7220320	5681320	5823790	5956480	5754140	5714490	5786110	8292640	7449260	8534210	8316500	8338300	4328920	5193100	5658570	5428610	5394950	6355910	5483260	9136180	9196820	9245410	9852820	9354130	3630930
P16870	P16870	CBPE_HUMAN	CPE	Carboxypeptidase E	6684300	7874440	7488150	7995870	7856910	8213620	4349200	4663780	4642190	4593850	4870820	7652030	7926820	7445810	7846220	8218300	7538470	4758920	5048010	4649070	4941720	8980090	5084610	5958260	9758940	10329000	9864080	9896300	10548700	9970760	6167310	6032300	6324290	5874920	5914270	6536280	6833060	5842830	6749980	6893300	6821820	5563400	6181780	5643270	6222580	6609300	5925190	6263510	8542240	8455410	8854130	9183700	9022370	8858060	6486400	6476310	6536240	6692210	6605930	8374410	2999190	2718740	2629710	2760060	2803700	2840590	3088650	3226550	3207960	2987950	3024970	3595640
P16930	P16930	FAAA_HUMAN	FAH	Fumarylacetoacetase	240762	265593	219812	274003	168074	186155	482349	382202	448670	450064	384974	186552	231682		206845	229819	193409	474937	489330	597456	558641	249057	427612	729906	329063	269212	335028	264548	242728	309301	734481	795232	644162	786945	823263	698318	421902	371614	346321	340944	372017	378735	760134	978680	799664	904011	722214	665993	261310	254666		243836		214864	517969	512532	437122	499494	554763		220997	197366	228697	162881	248398		674586	516689	530335	555492	687234	328127
P16949	P16949	STMN1_HUMAN	STMN1	Stathmin	11701100	13541900	11922000	12774900	11024700	14913500	27829600	21472400	18763300	29162300	27998500	11141300	10996200	8560670	11822800	10472700	6497570	27753200	21894200	21992300	25618500	172860000	23692200	44969100	14783100	18359600	16457500	15560200	16930200	14671000	47993100	34645700	32519600	31009600	43388000	36417700	7855910	8312210	7643690	7843110	8812310	6133430	38874700	35004800	26834800	29609200	28090900	35308800	17837700	19034700	16932600	18129700	17596900	15549900	28783500	92081300	32407300	35910500	32267100	224443000	18131800	17380100	17506100	17605600	15781700	17271000	27191900	20796400	37178600	28555800	23227400	230901000
P16989	P16989	YBOX3_HUMAN	YBX3	Y-box-binding protein 3							256792	265957	270363	289192	308308				11144.3			247382	278574	237495	253307	64669.5	194203	306214					10982.4		294265	287778	223525	244020	306038	285935	23290.4						289863	303464	279211	343469	244500	248828							230030	356240	310016	313573	177530			1721640	1602270				149662	213641	183556	179687	167159	
P17026	P17026	ZNF22_HUMAN	ZNF22	Zinc finger protein 22		81019.4				40658.7	829763	798216	673091	748640	725649		50005.7	90285.7			60587.9	753762	922996	874491	813146	367976	850946	648755	84032.4		47395				550764	665197	762908	815775	599580	629426	279682	185610		397484	71860.2	108649	864218	944912	810545	807013	663792	789121							951236	550651	822775	718165	835012								895748	606489	646001	679534	841505	
P17029	P17029	ZKSC1_HUMAN	ZKSCAN1	Zinc finger protein with KRAB and SCAN domains 1							216319	128363			251827									157767	164711											178960											236287	160877				140774							204581	303063	199670	279613	170091								257676	268763		200552	198206	
P17050	P17050	NAGAB_HUMAN	NAGA	Alpha-N-acetylgalactosaminidase	1186500	1021400	1110400	1178780	971014	1234890	2245910	2160060	2400150	2331880	2194310	1278020	1028680	954172	934973	839895	1080870	2138000	2629080	2500960	2680010	1974760	2432480	1729170	1143670	1168880	1012590	1351100	1015390	1101110	2066370	1948890	2419240	2137790	1871610	1623750	1273020	1173940	1440380	1383120	1164040	1173390	2221690	2618130	2206660	2160400	2352140	2077990	799474	750922	1297310	1096200	878755	1024960	1888360	1298190	1744000	1643380	2414880	1396500	1010080	857298	1114700	733310	1423380	1038520	1842780	1696980	1844240	1709110	2684460	1550800
P17081	P17081	RHOQ_HUMAN	RHOQ	Rho-related GTP-binding protein RhoQ	8775.6		23902.8		14131.6								45723.9	20478.7	7239.3	18792.7		6044.26		10569.6																					14206										32991.8			22627.1																		
P17096	P17096	HMGA1_HUMAN	HMGA1	High mobility group protein HMG-I/HMG-Y	310737	666167	585046	627640	1075830	529258	8107640	8126820	7253040	7135960	10129100	578998	768007	873332	864711	734432	1299250	8174500	8431600	9153860	8508450	6004560	8062060	6954180	532790	382706	499098	543770	582624	688667	7345660	8249080	5768740	7559240	6898120	7429080	801454	823057	845697	1338740	419542	783602	8071900	7360020	8354530	8051800	7678730	7177140	1107130	809550	978478	822418	1372280	1037840	14112500	16959500	15397300	17233900	14565400	8678700	977522	812756	850394	858461	1247070	804755	15351900	14960700	13699900	14856200	13235200	6152850
P17152	P17152	TMM11_HUMAN	TMEM11	Transmembrane protein 11, mitochondrial	2538690	2695240	2336720	2293770	2239000	1805860	1670400	1699570	1467800	1538850	1771250	2528370	2672820	2647530	2844090	2781570	2669220	2020090	2245860	2396160	2125400	1406110	1829270	1219780	2033340	2608370	2234550	2259150	2364850	2285760	2095910	1458460	2070810	1605780	1701600	1829110	2005410	2321490	2315370	2314230	2450580	1698640	1649650	1795200	1316900	1918110	1765560	1677900	2478720	2245450	2418070	2156560	2238000	2017880	1939410	2155970	1666550	2147870	1317480	2161010	2321840	2297250	2389400	2124760	2208240	2075740	1984790	2005750	2044950	1996060	1959870	2226360
P17174	P17174	AATC_HUMAN	GOT1	Aspartate aminotransferase, cytoplasmic	5283120	5743910	5291340	6161910	6130830	6039360	4252240	4234820	4341520	4235400	4041660	4838820	4870130	4508740	4980020	4778890	4498210	3567250	3603990	3185660	3301710	1983800	3344460	4547290	5625780	5898120	5653940	5420600	5404070	6095290	4399680	3886360	4157880	3966110	4385600	4522980	2944220	2555600	2932140	3242680	3191190	2580870	3104510	2979220	3556920	2941220	3289370	4037320	5812140	5551480	5336430	5438390	5749120	5498040	4478190	3978170	4134510	3956520	4382060	1986830	5700650	5551990	5613610	5822360	5176890	5535650	3626820	3389820	3589800	3096480	3862800	1733690
P17252	P17252	KPCA_HUMAN	PRKCA	Protein kinase C alpha type	423913	380152	393396	323227	360748	503063	283907	280540	282907	233296	251063	394833	350920	355880	347084	342750	376648	186528	234840	209788	211466		142619	316070	407418	223790	382187	282544	368371	439592	198909	206481	288352	183422	264080	220533	235654	245939	239520	300793	246144	204179	196048	205130	220350	201247	192864	262574	288162	250756	357083	316549	400494	371218	164033	135993		200626	216655		262364	292351	290104	299350	308852	432202	219235	289866	173177	240673	145997	
P17405	P17405	ASM_HUMAN	SMPD1	Sphingomyelin phosphodiesterase	339063	349857	317634	215544	287272	374392	497008	526995	415478	422348	479507	335475	388541	300864	331207	338907	489198	353838	534542	547899	522095	338000	614844	484448	277267	327633	368575	397631	369709	397266	312599	454818	570758	562094	436441	513334	421569	483597	459132	448877	462287	591519	635404	709603	517581	586495	554511	505953		289386	438957	317948			633465	769392	357219	620844	345686		406885	422210	273574	378384	442978	399101	425883	472453	505934	588367	416724	
P17480	P17480	UBF1_HUMAN	UBTF	Nucleolar transcription factor 1	590758	625168	659125	452354	471975	453080	4163350	4170590	4199230	4149520	3974600	517896	543042	649377	633140	532816	622828	4244620	4757760	4887270	4680530	2833200	4240130	3495900	521312	499326	486629	697172	508191	482754	3474640	3773220	3818880	3762340	3406770	3323310	1039470	1000840	1041000	1208260	987168	955160	4005320	4083780	4082200	4105360	3854850	3326690	449298	584825	567898	623751	527806	430035	2961900	3239620	3223630	3651710	3055520	1872280	402353	617304	494958	520515	765440	512346	3832810	4151470	3774070	4160440	3903590	2112570
P17535	P17535	JUND_HUMAN	JUND	Transcription factor JunD							172487	128371	100949	118055	80298.2							172756		94003.3	147592	977177		135454									118184		113918								161620		152023	127016										123579												129271		94524.2	78062.5	563994
P17568	P17568	NDUB7_HUMAN	NDUFB7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	1118210	1212770	1175630	941149	987050	1174190	1689640	1399040	1575330	1636270	1451820	1038130	996724	998605	921347	1112960	1040370	1588990	1318010	1629570	1670370	4209340	1798370	1198220	1057500		1254010	926374	1076310	1199700	1573540	1539930	1661790	1299040	1625510	1720250	1060290	983269	966710	1075640	1074580	1089250	1480880	1710900	1486280	1602480	1886460	1378990	463029	373262	343266	373914	410678	406484	715684	777575	946496	713568	784976	3472620	263985	387866	272375	355087	281483	294563	708759	735953	637937	657727	674154	3725820
P17600	P17600	SYN1_HUMAN	SYN1	Synapsin-1	3061230	3334160	3076300	3295050	3242070	3423970	1740260	1892850	1855510	1874480	1847690	3509330	3606540	3607480	3586170	3444110	3350680	1965520	1999120	1741680	2019020	1051360	1966000	2108850	3661580	2796750	3692470	3571260	3829180	3488800	2183060	2034630	2000380	2078120	2051160	2176560	2535140	2075620	2582310	2682220	2431180	2196410	1974160	2082750	2036070	2014080	1761000	2039070	2910870	2772210	2596310	2712670	2979270	2866110	1829330	1750730	1936460	1815310	1819790	2418180	2731420	2719970	2618310	2647920	2302550	2809100	1536450	1622730	1679420	1321100	1774600	1226910
P17612	P22694;P17612	KAPCA_HUMAN	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	3787930	4292930	4712430	4578550	4537100	5142620	4880560	5349010	4867620	4409240	5188580	4777470	4485180	4850050	4594680	4907510	4805370	4550830	4632110	5189040	4949200	3298400	5639890	5758930	3825550	4197410	4349030	4118960	4561050	4132450	5688740	5430700	5541850	5168840	5873350	5889050	3237920	3534750	3022750	3588420	3262780	3069400	4587650	4474980	4813280	4456870	4595560	5471230	4662220	4787970	5088380	5323980	4958620	5114480	6692130	6803530	6761410	6899490	6802460	2889940	4923100	4771280	5121890	5331370	5498660	5201190	6015280	6131950	5923670	5901170	5400760	2940870
P17655	P17655	CAN2_HUMAN	CAPN2	Calpain-2 catalytic subunit	1408850	1427750	1428220	1529570	1329200	1375570	883949	838871	931718	814111	825690	1439690	1395520	1439090	1455470	1348050	1410710	920794	932123	861879	824835	520877	740957	866414	1604930	1379940	1478160	1520430	1525940	1567290	1060760	963875	838266	766253	960722	998886	1924080	1984210	1906540	1874620	1833830	1807410	1041440	980286	1130610	1110750	1035980	1164940	1433790	1443170	1626590	1438960	1412920	1554420	909719	914971	845881	844107	756018	73350300	1123610	1091590	1089430	1116340	1158070	1148430	636331	698861	643281	632144	654230	
