"","Protein_Group","Genes","[1] HN1.raw.PG.MS2Channel3","[2] HN2.raw.PG.MS2Channel3","[3] HN3.raw.PG.MS2Channel3","[4] HN4.raw.PG.MS2Channel3","[5] HS1.raw.PG.MS2Channel3","[6] HS3.raw.PG.MS2Channel3","[7] HS4.raw.PG.MS2Channel3","logFC","AveExpr","t","P.Value","adj.P.Val","B","Group"
"5891","P13051","UNG",619.6387939,57.63589478,125.3753891,36.41790771,306.8257446,124.4689407,22.97500038,0.232765915401151,6.73988092202691,0.174520917169776,0.866569908112923,0.914818920141618,-5.82317266814003,"Others"
"5892","P08962","CD63",NA,NA,NA,204.9637451,NA,NA,141.9948578,-0.465044836226178,2.12086657936472,-0.173884422497554,0.867050940835487,0.914923529767065,-5.8232888188241,"Others"
"5893","P09972","ALDOC",17.18432426,NA,NA,112.3831482,NA,124.6482925,NA,0.428005706338435,2.56899044120065,0.173788203384269,0.867123664013557,0.914923529767065,-5.82330634079244,"Others"
"5894","Q09161","NCBP1",NA,NA,NA,161.6665344,114.0165024,NA,NA,-0.445455604584062,2.0273529607629,-0.173704324484797,0.867187061492909,0.914923529767065,-5.82332160771166,"Others"
"5895","Q99471","PFDN5",NA,NA,NA,172.9976501,NA,NA,20.15918732,0.392993565463587,1.69230518919786,0.173585756080085,0.867276679848489,0.914923529767065,-5.82334317606585,"Others"
"5896","Q9UNL2","SSR3",18.90497398,131.5151367,144.0975494,NA,NA,203.8274994,190.0065155,-0.448760439435587,4.82881334663461,-0.173416533956468,0.86740458779653,0.914923529767065,-5.82337393339327,"Others"
"5897","Q8TCF1","ZFAND1",369.8945007,364.7833252,371.0770569,807.1436768,180.8066864,620.1934814,637.5615234,0.110628331415642,8.7644969043769,0.17320370917267,0.867565459267659,0.914938034794908,-5.82341257363461,"Others"
"5898","O94887","FARP2",NA,NA,NA,144.4870758,NA,102.0238342,NA,-0.432757979010916,1.98165450234494,-0.172338908011552,0.868219220799656,0.915365291482308,-5.82356910252465,"Others"
"5899","P57772","EEFSEC",1414.98645,NA,83.13144684,NA,NA,NA,1689.859009,0.641027698165145,3.940815092272,0.172278394833135,0.868264970968667,0.915365291482308,-5.82358002635002,"Others"
"5900","O95396","MOCS3",115.3343124,78.05970001,NA,42.6427536,NA,170.2135468,39.28793335,0.403025436442933,4.48094322994508,0.171667982308502,0.868726495544867,0.915572977240308,-5.82369000537927,"Others"
"5901","P07237","P4HB",2506.541992,640.0576172,456.1053162,637.4015503,1603.885254,176.1502075,1410.547241,0.166052714746801,9.62160242515449,0.171628414671811,0.868756414004673,0.915572977240308,-5.82369712100035,"Others"
"5902","Q8WU90","ZC3H15",189.0611725,117.806282,155.420166,326.3214111,200.9157104,336.9474182,68.65467072,0.13318770970479,7.46957810603038,0.170804290049066,0.86937961587519,0.916074522386955,-5.82384495755637,"Others"
"5903","Q96FJ2","DYNLL2",NA,1457.756348,126.9706345,1818.299072,NA,773.1786499,928.9901123,0.598975042928956,6.82813621275341,0.170402730136045,0.869683311276748,0.916239287282754,-5.82391673641598,"Others"
"5904","O14777","NDC80",427.6730347,NA,NA,NA,NA,272.2195129,NA,-0.512038772769955,2.40537865291045,-0.169944269403648,0.87003006919014,0.916449356418273,-5.82399848165629,"Others"
"5905","P98077","SHC2",NA,NA,76.92324066,28.80830956,NA,139.9820251,NA,0.415616966009733,2.61728455036841,0.168791180474215,0.870902347213668,0.917212819190822,-5.8242031170772,"Others"
"5906","Q4V328","GRIPAP1",87.84351349,NA,NA,NA,63.29280472,NA,NA,-0.383896492015691,1.78282570377906,-0.168332213494599,0.871249596375993,0.91742316963466,-5.82428418454287,"Others"
"5907","Q86Y56","DNAAF5",744.8917847,NA,NA,NA,10.58017731,30.79546165,NA,-0.455739164699373,2.58102241654311,-0.167727616212899,0.871707074558296,0.917749500030141,-5.82439064086736,"Others"
"5908","P22059","OSBP",NA,NA,23.90642357,20.41168594,14.30830097,NA,12.17957783,-0.287465058006476,2.38789242552516,-0.166616643279575,0.872547848103972,0.91832375484153,-5.82458526914921,"Others"
"5909","Q8TCE6","DENND10",2628.522705,NA,NA,NA,1405.718262,NA,NA,-0.645892923234595,3.116957562489,-0.166792562318733,0.872414702392972,0.91832375484153,-5.82455453580099,"Others"
"5910","Q9Y383","LUC7L2",68.24453735,104.6986389,1628.040527,3472.518799,684.3318481,111.9613724,679.6212769,0.267006554041753,8.70292619876845,0.165965132823619,0.873040987752859,0.918687293203897,-5.82469880913394,"Others"
"5911","O14639","ABLIM1",NA,NA,NA,83.6101532,59.52669144,NA,NA,-0.372476805839567,1.76032263971644,-0.165173444438447,0.873640312561412,0.918861870386632,-5.82483618474904,"Others"
"5912","P35237","SERPINB6",429.7712402,153.0658264,NA,NA,86.76116943,128.178299,NA,-0.485031619977901,4.21241599527305,-0.164965304489353,0.873797893787834,0.918861870386632,-5.8248721935796,"Others"
"5913","Q03113","GNA12",NA,3120.697754,3396.403809,1761.59668,1823.821289,136.4989014,568.3050537,-0.499503245425158,8.74452752247993,-0.164974384471938,0.873791019270609,0.918861870386632,-5.82487062365452,"Others"
"5914","Q96I34","PPP1R16A",NA,27.59332848,NA,25.45601082,68.59179688,NA,NA,0.350500790680969,2.24056795062877,0.165261201769264,0.873573873986887,0.918861870386632,-5.82482098898064,"Others"
"5915","Q9UPX8","SHANK2",NA,NA,76.93611908,NA,12.44102001,NA,NA,0.321531473484454,1.43325584395304,0.164379394964498,0.874241514780263,0.919172946816306,-5.82497331598305,"Others"
"5916","P49593","PPM1F",253.6274414,NA,132.284317,64.52197266,165.6416779,141.2239532,NA,0.426919848087892,5.08816290323885,0.163299250460487,0.875059473379923,0.91955475126809,-5.82515880368189,"Others"
"5917","P78324","SIRPA",NA,NA,NA,11.92871475,NA,NA,10.16696072,-0.237261487107547,1.02481023400669,-0.163118845538059,0.875196104318351,0.91955475126809,-5.82518966553794,"Others"
"5918","Q16647","PTGIS",NA,256.1925659,NA,211.8793182,131.0151215,71.13117218,NA,-0.470554168811411,4.13681535156975,-0.163516410768308,0.874895011596742,0.91955475126809,-5.82512160922379,"Others"
"5919","Q9Y5P6","GMPPB",17.15901375,NA,76.99737549,NA,NA,NA,103.1716919,0.38271874609909,2.45296958500566,0.16324589336601,0.875099883272054,0.91955475126809,-5.82516793499836,"Others"
"5920","P78344","EIF4G2",997.359314,878.9828491,1723.271606,1670.050781,1836.610474,1153.138062,1072.646973,-0.060741921103407,10.3267967809997,-0.162076364698998,0.875985724418192,0.920228922323773,-5.82536734018124,"Others"
"5921","O14795","UNC13B",223.9355316,208.6464996,186.6489868,200.9842072,350.8356628,134.4440765,220.3176727,-0.0929685667620879,7.72363718885548,-0.161357165715469,0.876530565851745,0.920640512684029,-5.8254892579939,"Others"
"5922","P42696","RBM34",NA,NA,83.96308899,NA,NA,NA,58.48197556,-0.362602474524839,1.75759213896698,-0.160980992402598,0.876815571171061,0.920640512684029,-5.82555281230735,"Others"
"5923","Q96A35","MRPL24",156.18573,251.9039764,NA,NA,102.3944016,NA,68.31207275,-0.449323252089499,4.01226019544336,-0.160777606909182,0.876969673121111,0.920640512684029,-5.82558711292507,"Others"
"5924","Q9Y520","PRRC2C",NA,646.0435181,NA,NA,NA,NA,49.20661545,0.451161211559574,2.14107492913587,0.16094279337981,0.876844513522552,0.920640512684029,-5.82555925778759,"Others"
"5925","Q6IN84","MRM1",NA,NA,879.4307861,1041.373657,322.5661316,300.8585815,NA,-0.573284617773242,5.19762405684155,-0.15988452382687,0.877646416071635,0.921195453426075,-5.82573722082358,"Others"
"5926","Q92871","PMM1",120.1469116,165.1305084,513.0117188,927.2570801,71.81501007,677.9508667,910.2188721,-0.184787446465258,8.36940089163966,-0.158785970437283,0.878479007804674,0.921913761312398,-5.82592072633278,"Others"
"5927","P37235","HPCAL1",122.4534607,NA,18.47190094,NA,NA,NA,148.8335266,0.398714102519543,2.63690885190856,0.157821704170425,0.879209960499901,0.922058472908749,-5.82608076584916,"Others"
"5928","P49773","HINT1",NA,104.8689575,NA,NA,NA,NA,15.66714859,0.328555486681092,1.54072446057408,0.158052309369582,0.879035140859694,0.922058472908749,-5.82604258022665,"Others"
"5929","Q7L1T6","CYB5R4",NA,NA,NA,77.33508301,NA,NA,12.81924152,0.31002782437814,1.4400275998969,0.158038657158081,0.879045490270431,0.922058472908749,-5.82604484241935,"Others"
"5930","Q8IYS2","KIAA2013",NA,2746.693848,NA,2764.254395,NA,573.8362427,972.8118286,-0.650534964986519,5.99310121063072,-0.157947152932559,0.879114858065761,0.922058472908749,-5.82605999980802,"Others"
"5931","P78348","ASIC1",89.41955566,913.6829224,380.567688,330.1880493,582.8131714,719.6981812,51.47715378,0.188670902855669,8.23988924879171,0.157052860945552,0.879792865864092,0.922514218986476,-5.82620767799263,"Others"
"5932","Q86U70","LDB1",NA,NA,745.3406982,NA,55.0933342,NA,NA,0.449336825646746,2.19334971189063,0.156806984125858,0.879979296582677,0.922554154660767,-5.82624813485752,"Others"
"5933","O75208","COQ9",NA,18.7160511,NA,82.5009613,NA,33.42239761,13.5853281,-0.319318967395672,2.80810589145162,-0.155454980457063,0.881004570352314,0.92346986565501,-5.82646947142129,"Others"
"5934","Q13636","RAB31",NA,90.48426056,119.1252747,79.07167816,171.8572235,NA,74.42086792,0.379990616841265,4.77391380557571,0.155263585750308,0.881149731917805,0.92346986565501,-5.82650065098558,"Others"
"5935","O94874","UFL1",NA,NA,NA,87.35214996,NA,14.11648941,NA,0.310281258183429,1.48332065207455,0.154324954576794,0.881861699480397,0.924060304813578,-5.8266530088618,"Others"
"5936","Q7Z6B7","SRGAP1",NA,NA,16.95741844,NA,NA,NA,13.42894745,-0.242004371563009,1.14534317371915,-0.153405495697816,0.882559238937968,0.924635429069276,-5.82680136575908,"Others"
"5937","Q14166","TTLL12",NA,NA,79.35883331,NA,53.35390854,NA,NA,-0.339341113917254,1.72752808429895,-0.152928795905206,0.882920927427674,0.924738026013776,-5.82687793607175,"Others"
"5938","Q86TV6","TTC7B",133.3217926,NA,NA,NA,NA,18.77268982,NA,0.332241648250684,1.62499811689551,0.152688507431295,0.883103253979066,0.924738026013776,-5.8269164429521,"Others"
"5939","Q9NYL9","TMOD3",467.1150513,802.7952271,637.4191284,489.4136353,626.8469238,697.3613281,516.9016724,-0.0584730483704679,9.21946460108792,-0.152771951796312,0.883039937034955,0.924738026013776,-5.82690307757751,"Others"
"5940","Q9UKG1","APPL1",NA,NA,NA,101.4030991,NA,NA,66.18299103,-0.353812482089576,1.82116281267307,-0.152043529397265,0.883592689464173,0.925094770332945,-5.82701950525998,"Others"
"5941","Q8WXE9","STON2",73.88131714,272.3180237,NA,254.2490082,301.5006409,NA,149.7719269,0.420176924288883,5.39910723572344,0.151445288216826,0.884046708224983,0.925414320560708,-5.82711471227357,"Others"
"5942","Q9BQ52","ELAC2",NA,197.2542267,NA,NA,NA,24.41535187,NA,0.351925853556794,1.75697658761673,0.150897993849494,0.884462103525371,0.925693339250131,-5.82720148500883,"Others"
"5943","Q9NQ55","PPAN",NA,NA,NA,405.2131958,NA,NA,226.3800659,-0.443130666149979,2.35643646663364,-0.14980122723831,0.885294665139974,0.926408804056116,-5.82737443705148,"Others"
"5944","E9PAV3","NACA",850.6577148,948.5717163,927.5162964,643.2009888,1104.779419,909.5814209,510.0487671,0.0575836273410868,9.6791746901553,0.148678478762199,0.886147111856577,0.926914197843866,-5.82755018874871,"Others"
"5945","O43752","STX6",85.37006378,NA,NA,NA,NA,14.24785519,NA,0.297936723156476,1.48042769540015,0.148576211867102,0.886224766100599,0.926914197843866,-5.827566132067,"Others"
"5946","Q9BSQ5","CCM2",178.1912384,237.3810577,671.6130371,248.6189575,253.8369293,167.7934113,723.3690796,-0.11278415153677,8.23326074126844,-0.148893486596467,0.885983854527804,0.926914197843866,-5.82751663369393,"Others"
"5947","Q9UJV9","DDX41",179.8430634,NA,NA,NA,106.8304977,NA,NA,-0.376225208168403,2.03588798776809,-0.145897891221518,0.888258971303156,0.928885579709825,-5.82797980112048,"Others"
"5948","Q13432","UNC119",NA,NA,NA,59.69218445,39.66954422,NA,NA,-0.30109926196039,1.60990225142036,-0.14435695753318,0.889429735701865,0.929838422456159,-5.82821441283033,"Others"
"5949","Q96C86","DCPS",217.0400543,NA,NA,NA,NA,NA,26.81896782,0.342780014689286,1.79520662303507,0.144305060378453,0.889469171119422,0.929838422456159,-5.82822227125485,"Others"
"5950","P49406","MRPL19",135.6108856,121.3298035,124.09655,360.5877686,367.4752502,211.4913177,73.27020264,-0.11704994628479,7.42357951741786,-0.143419135751259,0.890142416277618,0.930385829719413,-5.82835598769998,"Others"
"5951","Q14258","TRIM25",NA,NA,NA,332.362854,NA,35.56357956,NA,0.364458916069707,1.93904070824486,0.143021912491213,0.890444311974878,0.930544980032224,-5.82841567671127,"Others"
"5952","P0DKB5","TPBGL",92.91953278,NA,NA,55.30478287,NA,1594.000854,NA,-0.454312435349958,3.28684005445388,-0.142339379272158,0.890963093379776,0.930773219210486,-5.82851785391781,"Others"
"5953","P47972","NPTX2",3857.692383,868.3119507,2838.572021,5053.56543,1301.763062,3797.450439,3024.982666,0.0958664740055486,11.3220282738331,0.141750093108948,0.891411045765823,0.930773219210486,-5.82860568113558,"Others"
"5954","P51665","PSMD7",16.6882267,228.3777313,40.06895447,14.11714458,187.6227722,177.8595276,NA,0.302082874053202,5.18663318906106,0.141999539157427,0.891221421358879,0.930773219210486,-5.8285685478796,"Others"
"5955","Q92508","PIEZO1",390.7256165,NA,NA,NA,NA,NA,208.0045624,-0.415705292246523,2.33158432714517,-0.141880751801182,0.891311720416138,0.930773219210486,-5.82858623899712,"Others"
"5956","Q9BV35","SLC25A23",NA,215.0136719,NA,NA,NA,NA,122.6496429,-0.377960050371144,2.10072758269511,-0.142319689349985,0.890978060198127,0.930773219210486,-5.82852079434986,"Others"
"5957","Q05655","PRKCD",NA,NA,253.9158783,NA,NA,141.4513855,NA,-0.386305923840646,2.16402903891775,-0.141465573871391,0.891627341549683,0.930842779435534,-5.82864795629558,"Others"
"5958","Q7Z3V4","UBE3B",NA,76.39299011,NA,NA,NA,NA,48.64341354,-0.309310723054591,1.70109448712693,-0.141223860413463,0.891811103568777,0.93087835735049,-5.82868380487305,"Others"
"5959","Q9UK76","JPT1",584.7057495,304.6930237,426.1911316,403.618042,275.1840515,408.2463684,565.7650757,0.0679753456732453,8.68314940719527,0.14096579267466,0.892007306811842,0.930926907377555,-5.82872201172195,"Others"
"5960","Q9NRA2","SLC17A5",NA,NA,331.6480713,84.60384369,45.120327,104.6892242,NA,-0.384307639951723,3.86406740677134,-0.140496298398952,0.892364273957112,0.931143191231423,-5.82879134212823,"Others"
"5961","Q9UBP0","SPAST",65.09255219,NA,130.8331757,218.9739532,444.0347595,NA,260.3504333,-0.391661728484057,5.38539861571026,-0.140256156666865,0.892546869586668,0.931177483972402,-5.82882671510941,"Others"
"5962","Q9BRS8","LARP6",NA,NA,454.1041565,72.39580536,NA,40.48204803,132.8389282,-0.389336736607304,3.92377826672851,-0.138561341077481,0.893835749384282,0.93223980186693,-5.82907465230355,"Others"
"5963","Q9HAU0","PLEKHA5",316.3513489,20.47035027,16.29349518,126.710968,60.39292908,44.67255783,59.55929947,0.169599165054644,5.88809143948336,0.138522988176628,0.89386492016924,0.93223980186693,-5.82908022834718,"Others"
"5964","Q9C0J8","WDR33",NA,105.8421783,NA,NA,NA,NA,63.69940567,-0.320392480301447,1.82214543419865,-0.137488225925028,0.894652015505725,0.932904239508737,-5.82923009105291,"Others"
"5965","O14818","PSMA7",124.1178207,190.7310028,428.8987427,255.2120514,314.4596863,205.9883423,212.3878326,-0.0859011551239828,7.86159750955292,-0.136482398880573,0.895417224065278,0.933347411266667,-5.82937469263897,"Others"
"5966","Q13427","PPIG",NA,NA,NA,1625.599854,NA,102.127182,NA,0.437483973715072,2.47941778695243,0.136337781053701,0.895527255672649,0.933347411266667,-5.82939539667464,"Others"
"5967","Q9UPA5","BSN",NA,36.37443161,NA,29.66147423,102.3547211,NA,NA,0.31009689657756,2.40768505339822,0.136426411673507,0.895459821301616,0.933347411266667,-5.82938271056795,"Others"
"5968","P50281","MMP14",NA,NA,182.2167969,106.0531235,NA,NA,4632.598633,-0.494408028344588,3.77678691551802,-0.135490578412686,0.896171894539288,0.933727166787312,-5.82951624708117,"Others"
"5969","Q08J23","NSUN2",35.01471329,69.97622681,87.46848297,691.6259766,74.34972382,96.61123657,137.6739655,0.152347780258555,6.74040880793426,0.13546428159709,0.896191905218438,0.933727166787312,-5.82951998624419,"Others"
"5970","O94929","ABLIM3",NA,290.335083,98.27017212,84.24031067,231.9773102,NA,125.92939,0.357679327146352,5.15503085178903,0.13477545468496,0.896716100151989,0.934116821917123,-5.82961767404203,"Others"
"5971","Q9ULB1","NRXN1",NA,NA,NA,106.0069199,17.52747345,NA,NA,0.281525320466457,1.56473636255467,0.134152092087092,0.897190525001744,0.934454509292555,-5.8297056510767,"Others"
"5972","O60502","OGA",1743.39917,439.2402344,450.5349731,373.4832458,578.2654419,633.2214355,697.8977051,-0.0824254618712157,9.26485344141756,-0.133620844300306,0.897594879557544,0.93471911519899,-5.82978030761763,"Others"
"5973","Q6GYQ0","RALGAPA1",119.5103455,NA,NA,NA,69.10834503,NA,NA,-0.315584793051106,1.863503923885,-0.132647469067123,0.898335840695495,0.935334102341417,-5.82991633231463,"Others"
"5974","O60841","EIF5B",67.7509613,NA,NA,127.486763,NA,18.30914497,91.2829361,-0.322538815455246,3.41542689789159,-0.131760440713081,0.899011167539148,0.935880557570466,-5.83003942920369,"Others"
"5975","P22570","FDXR",NA,NA,NA,36.06833267,23.75154114,NA,NA,-0.240119987336606,1.40593739580668,-0.129142303640192,0.901004975054413,0.937428782408171,-5.83039796954319,"Others"
"5976","Q04695","KRT17",NA,939.4753418,NA,NA,74.9958725,NA,NA,0.386695190484211,2.30358506683909,0.129424346802045,0.90079015144926,0.937428782408171,-5.8303596891605,"Others"
"5977","Q13155","AIMP2",75.0821991,NA,NA,NA,NA,NA,14.19517517,0.253857960020584,1.45357549185161,0.128996277036197,0.901116202551127,0.937428782408171,-5.83041775640549,"Others"
"5978","Q6PML9","SLC30A9",442.5542297,NA,26.19349861,32.9942131,16.88689613,62.23996353,23.43576622,-0.256829284095069,4.77141315083365,-0.129394197894428,0.900813114516971,0.937428782408171,-5.830363785094,"Others"
"5979","Q9HC84","MUC5B",57.05242538,NA,1439.887085,139.2481079,465.6813965,1024.218384,NA,-0.418370686355312,6.05026759845351,-0.128817891715745,0.90125208072334,0.937428782408171,-5.83044189771527,"Others"
"5980","Q96T76","MMS19",197.1737213,NA,NA,NA,104.4939957,NA,NA,-0.332683561855807,2.05023413369822,-0.128020201833901,0.901859734056556,0.937903960885906,-5.8305494444349,"Others"
"5981","Q8WWH5","TRUB1",NA,108.9457626,NA,NA,NA,NA,62.1161499,-0.29815038463178,1.82294078436755,-0.127809580337258,0.902020190309182,0.937913988218158,-5.83057773010223,"Others"
"5982","Q5VV42","CDKAL1",NA,NA,22.69441795,184.038559,NA,NA,258.8157959,0.350757582600773,2.87421468237187,0.127360693081934,0.902362179338969,0.93811273709613,-5.83063785935926,"Others"
"5983","P11388","TOP2A",555.0460815,477.5747986,NA,2428.538574,219.1484375,153.1283112,234.3009033,-0.325862670834165,7.45668740020336,-0.12543527605315,0.903829329691446,0.939480962953552,-5.83089338490249,"Others"
"5984","Q6UN15","FIP1L1",66.37516022,NA,NA,109.7890854,14.84134388,NA,94.05356598,-0.3023096798287,3.3460155018074,-0.125149247271275,0.90404731580966,0.939550510865687,-5.83093101390821,"Others"
"5985","P26992","CNTFR",NA,54.29500961,NA,35.40743637,36.81624603,12.50421524,NA,-0.25494772588867,2.85307296845865,-0.12413085715767,0.904823516095607,0.940200074619646,-5.83106429601892,"Others"
"5986","A3KMH1","VWA8",NA,NA,NA,59.84933472,NA,12.45019627,NA,0.231940622768654,1.38238927210391,0.123058904910446,0.905640661965914,0.940844034886435,-5.83120341744142,"Others"
"5987","P0DPH7;P0DPH8","TUBA3C;TUBA3D",NA,200.0110931,114.6785202,69.91120911,345.300415,266.8708801,NA,-0.337162177405472,5.30776064934556,-0.122920971518033,0.905745817151485,0.940844034886435,-5.83122123168845,"Others"
"5988","A1A5C7","SLC22A23",NA,186.9479218,33.07049942,398.0415039,NA,335.7687988,93.13022614,0.3371918929745,5.17674802379817,0.122109554154932,0.906364452235725,0.940937172442741,-5.83132562460885,"Others"
"5989","P15954","COX7C",211.8148956,NA,NA,426.1998596,36.81559753,NA,298.9888916,-0.371835921788659,4.27741392361428,-0.122009575924962,0.906440681798434,0.940937172442741,-5.83133843969619,"Others"
"5990","P43246","MSH2",NA,NA,134.9015045,NA,72.78281403,NA,NA,-0.296799898478842,1.89880436082826,-0.122545451320414,0.906032109845757,0.940937172442741,-5.83126962978134,"Others"
"5991","Q8N442","GUF1",148.8716431,NA,NA,NA,NA,23.23690796,NA,0.273851323180297,1.68953105460125,0.12219061091354,0.906302650351072,0.940937172442741,-5.83131522718447,"Others"
"5992","O14562","UBFD1",321.7880859,556.84021,68.32471466,NA,40.40063095,2298.43335,NA,0.380481204967335,5.73029900324156,0.118950832699631,0.908773366811319,0.941759497100875,-5.83172545619175,"Others"
"5993","O43310","CTIF",NA,183.0877686,65.88970184,51.22124863,154.3458099,NA,78.97324371,0.290036799004279,4.69933031969497,0.118859606471617,0.908842953596895,0.941759497100875,-5.83173684865813,"Others"
"5994","O95208","EPN2",218.6046906,NA,159.6034698,133.3658905,68.51882172,54.79504013,42.06523895,-0.239246014508772,5.64657086870681,-0.11946143865939,0.908383895827621,0.941759497100875,-5.83166153032511,"Others"
"5995","P12268","IMPDH2",110.2856445,642.4483032,709.6843872,1001.632507,948.9968872,529.8649902,265.1741028,-0.107457226788382,8.93866472662888,-0.12044454499052,0.907634096107917,0.941759497100875,-5.83153768167137,"Others"
"5996","Q12923","PTPN13",92.73269653,NA,34.99559021,444.8872375,196.1544342,NA,436.8652039,-0.335650819823229,5.27404131314107,-0.11890413670364,0.908808986111555,0.941759497100875,-5.83173128874385,"Others"
"5997","Q16512","PKN1",NA,20.53945923,135.3480835,53.23389816,246.9359894,NA,57.6061554,-0.288638803150617,4.4439982696914,-0.119918042106068,0.908035638971745,0.941759497100875,-5.83160413451112,"Others"
"5998","Q8N612","FAM160A2",NA,NA,1096.383789,NA,88.04095459,NA,NA,0.366164061918446,2.36803565830748,0.119567329994123,0.908303129311424,0.941759497100875,-5.83164823901999,"Others"
"5999","Q9NP90","RAB9B",130.8384857,NA,NA,NA,NA,69.31315613,NA,-0.284583974575889,1.882621502201,-0.118389603375999,0.909201482648923,0.941759497100875,-5.83179540544568,"Others"
"6000","Q9NPG1","FZD3",25.31804657,214.3565979,338.287262,202.305069,15.27215481,387.1732483,645.4230347,-0.184800849462031,7.21480787721124,-0.118394429222737,0.909197801266978,0.941759497100875,-5.83179480537622,"Others"
"6001","Q9P0V9","SEPTIN10",680.7341919,137.8108368,366.1440735,NA,14.20042419,312.5942688,50.61278152,0.293077259640071,6.1369565664818,0.119784869241431,0.908137209239846,0.941759497100875,-5.83162089707615,"Others"
"6002","Q9P2N6","KANSL3",NA,NA,248.7081909,NA,121.4960175,NA,NA,-0.321172178242268,2.12867005298107,-0.119260004913384,0.90853753865392,0.941759497100875,-5.83168678159608,"Others"
"6003","Q9Y2B0","CNPY2",NA,362.3510742,192.2396698,229.2110443,NA,381.4729309,320.9819336,0.349887014741337,5.83661869260743,0.1185930026409,0.909046322252618,0.941759497100875,-5.83177009266831,"Others"
"6004","Q9Y5G2","PCDHGB2",2081.140137,3328.33374,1084.341919,2429.634033,3868.030762,1054.102051,1889.354004,0.0655253507406073,10.9858977342121,0.120060256007368,0.907927175202574,0.941759497100875,-5.83158621347356,"Others"
"6005","P13861","PRKAR2A",81.88684082,90.8427124,NA,84.6289444,15.98822784,168.182663,11.89651394,-0.230722419172572,4.92742882470377,-0.11793890872635,0.909545304246963,0.941837879068662,-5.83185133969933,"Others"
"6006","Q4KMP7","TBC1D10B",41.25118637,60.40034103,NA,69.32936096,57.71471024,86.93041229,NA,0.257974004621625,4.25872719058974,0.117541622622784,0.909848399413041,0.941837879068662,-5.83190046946091,"Others"
"6007","Q504Q3","PAN2",NA,NA,263.4572144,55.14894104,NA,NA,627.291687,0.366089130632675,3.3076240161063,0.117658765719116,0.909759027606136,0.941837879068662,-5.83188600030149,"Others"
"6008","Q96EL2","MRPS24",374.1252441,373.2897949,314.7757568,358.6344299,473.3373413,386.5360413,271.0709839,-0.0521691062320659,8.49545428460417,-0.117496354997284,0.909882935752455,0.941837879068662,-5.83190605693665,"Others"
"6009","O75912","DGKI",NA,NA,178.1923218,169.0027618,1035.956543,NA,NA,0.384314939653417,3.55898844337915,0.11629552463498,0.910799170072321,0.942489765602688,-5.83205349550371,"Others"
"6010","Q13042","CDC16",88.57372284,NA,NA,NA,NA,16.77903557,NA,0.237215861915545,1.51958697498817,0.116273724437224,0.910815804996327,0.942489765602688,-5.83205615820637,"Others"
"6011","P34059","GALNS",99.653862,NA,NA,NA,NA,53.94082642,NA,-0.263287555986778,1.77615220350272,-0.115447106123356,0.911446602400321,0.942867769396692,-5.83215675563487,"Others"
"6012","Q86WK6","AMIGO1",NA,537.6263428,589.3450317,NA,518.3044434,NA,56.65352249,-0.386952312217343,4.73547559642186,-0.115397673398934,0.911484326999985,0.942867769396692,-5.83216274883024,"Others"
"6013","O95456","PSMG1",268.2134399,NA,52.25999451,NA,NA,NA,624.4112549,0.355676292583954,3.29946405309862,0.114414555409196,0.912234644890448,0.943173276238354,-5.83228141060948,"Others"
"6014","Q9BVA0","KATNB1",579.0873413,123.293129,NA,664.3106079,206.3901978,109.2851028,43.2723465,-0.270973994066578,6.49503503388993,-0.114592924840329,0.912098505728942,0.943173276238354,-5.83225995659327,"Others"
"6015","Q9NVT9","ARMC1",36.17051315,49.37651443,NA,NA,28.08374214,14.81361771,NA,-0.23072065927953,2.81657180751304,-0.114485041405382,0.912180846589563,0.943173276238354,-5.83227293663333,"Others"
"6016","Q8IWA5","SLC44A2",2192.856934,1221.827759,2287.050293,1528.547119,924.7896729,3360.696289,1928.808472,-0.0544059862911777,10.7968296285454,-0.113697660964033,0.912781841383143,0.943582159501623,-5.8323673019478,"Others"
"6017","Q96CN4","EVI5L",NA,NA,NA,95.8972702,NA,51.46623611,NA,-0.25484310088937,1.758814501146,-0.112712359655278,0.913533992778346,0.944202742411257,-5.83248447392215,"Others"
"6018","Q96LW7","CARD19",120.5394974,25.39015961,NA,76.13131714,83.22101593,230.6979523,NA,-0.271623010445495,4.59552347018486,-0.111311870543213,0.914603251423347,0.945150817647358,-5.83264927210855,"Others"
"6019","Q9NP97","DYNLRB1",NA,NA,NA,105.2536392,NA,55.28920364,NA,-0.255419999742831,1.79230782526325,-0.111050184067311,0.914803067536319,0.945200245390989,-5.83267983768414,"Others"
"6020","Q8IZQ1","WDFY3",NA,NA,NA,57.08275223,NA,NA,12.76654911,0.203977792434406,1.37759042395411,0.108773894383722,0.916541454546732,0.946754982852186,-5.83294269061488,"Others"
"6021","Q9NQV6","PRDM10",45.41028976,554.3778687,479.0025635,45.51982498,238.6255493,207.7580109,96.24497986,-0.129533164144587,7.33060689875312,-0.108681171153736,0.916612277175271,0.946754982852186,-5.83295328281561,"Others"
"6022","P52757","CHN2",NA,NA,171.4254913,NA,NA,NA,82.70870209,-0.271644584322504,1.97387642439082,-0.108115518191365,0.917044344412469,0.947043968432604,-5.83301770505185,"Others"
"6023","Q9BQ70","TCF25",17.86524773,30.8250351,93.45124817,143.7567444,NA,500.7648926,517.7221069,-0.254378409086948,5.8512028315534,-0.107886371403688,0.917219384067849,0.947067466298847,-5.83304370726954,"Others"
