"","PG.Genes","row_mean.HN_L","row_mean.HS_L","row_mean.HN_H","row_mean.HS_H"
"4960","KLHL3",1918.60202025,728.874389733333,59.5838133466667,138.940965326667
"4961","LAMTOR3",10673.67700325,10877.7513033333,NA,63.45172597
"4962","NDOR1",4389.4733275,4644.30542,NA,NA
"4963","LIMA1",2927.87188725,3075.49047833333,244.440811175,1176.9605407
"4964","SRP68",6924.67724625,13003.09863,NA,161.118221305
"4965","CNTNAP2",10542.62719825,3168.14103166667,270.362538345,402.522135433333
"4966","CHORDC1",2784.59655775,2566.14192733333,NA,87.686947835
"4967","TBK1",4660.78601075,2885.37166333333,192.9939908925,378.785573333333
"4968","SEPTIN9",34976.8408225,22742.49284,NA,179.0734609
"4969","UBQLN2",2086.413971,2277.38387033333,NA,NA
"4970","PCSK1N",1380.12085715,NA,NA,NA
"4971","PCYOX1",16655.16089,25906.34245,31.2293218,96.711315175
"4972","SHPK",2554.21499625,1942.15983066667,141.768448355,99.13920242
"4973","AMACR",805.9523009,2075.52986666667,NA,15.731888295
"4974","POLG2",1915.11065675,2345.95068366667,NA,83.90496826
"4975","CEMIP2",4569.06933575,3508.462728,NA,NA
"4976","USP25",675.3013382,6822.18359333333,NA,82.90196038
"4977","BCAP29",3555.90869125,1718.76318366667,NA,NA
"4978","CYB5R1",46971.2919925,31856.26237,NA,117.75308036
"4979","PFDN2",4100.90832525,3616.40511066667,NA,NA
"4980","SLC12A6",2347.21127325,402.455739333333,NA,NA
"4981","PUF60",4891.35467525,29230.08594,NA,408.582519533333
"4982","NRBP1",10032.52343775,6623.53922533333,NA,141.39800516
"4983","ENOPH1",18227.858155,11397.5133433333,NA,NA
"4984","EVL",4640.04064925,2042.674927,NA,130.029495215
"4985","NDUFA12",37311.9511725,25127.06185,NA,241.340138726667
"4986","EIF2B4",6693.46167,6089.70491566667,NA,NA
"4987","ATP6V1H",38309.8134775,18555.18685,598.97089385,328.3915812
"4988","TAGLN3",99409.46485,35566.07552,NA,NA
"4989","DMGDH",561.800175966667,3032.59682196667,NA,NA
"4990","IPO11",1265.55599975,2587.04573566667,44.0459225966667,NA
"4991","TRMT112",3223.4329835,5747.88444033333,141.008892525,130.209804536667
"4992","SLC24A2",4672.059204,2192.34920266667,NA,NA
"4993","MRM2",925.105789175,1840.57409666667,1802.82098375,3240.762451
"4994","XPO7",7600.33850075,7309.000978,294.85492705,27.62125683
"4995","LCMT1",21592.8994125,13249.9036433333,86.7956949733333,147.07539112
"4996","VPS51",4130.322327,4779.78417966667,NA,NA
"4997","BAZ2A",3777.07108583333,2819.58821633333,NA,260.4225769
"4998","SLCO3A1",2042.572693,2298.371582,NA,NA
"4999","ZDHHC2",4148.477539,2420.38777633333,NA,NA
"5000","AK3",29593.2631825,24116.9830733333,39.6470379825,134.94776918
"5001","TMEFF2",2476.66625975,1901.510783,628.73953245,632.326365033333
"5002","LNPEP",2754.58654775,10615.6093766667,NA,217.3930155
"5003","CNOT7",2630.848633,4698.58919266667,151.778348266667,NA
"5004","PLXNA1",11650.433595,5208.434245,NA,NA
"5005","TSPYL4",6135.15563975,9161.45475133333,70.03851573,392.796375276667
"5006","GGT7",18689.0727525,33988.5973333333,30.0515079466667,226.281167353333
"5007","RABGEF1",10987.0480975,6442.02473933333,286.6138763525,197.531977346667
"5008","MSRA",4085.16094975,1966.52791333333,1218.36524965,966.082153366667
"5009","NAGK",63395.6416025,44477.9362,NA,323.9294637
"5010","SH3BGRL2",13596.95752,8152.91764333333,164.861167926667,NA
"5011","RIMS3",1589.90869125,2236.92313666667,NA,NA
"5012","RASAL2",3602.0664675,2336.97827133333,433.231161125,155.473049155
"5013","SLC25A13",69901.3808625,65170.6888,113.37406637,102.560994463333
"5014","TUBE1",56597.1796875,35794.15625,488.918060325,496.4077454
"5015","DBNL",18971.8994175,7889.56266166667,NA,NA
"5016","DDX41",2463.37312866667,3001.90641266667,NA,NA
"5017","DCTN4",20091.5756825,13328.0540366667,NA,134.25115587
"5018","CDC23",3940.02355975,5040.62613966667,NA,218.443359366667
"5019","ANAPC7",4562.54162575,5568.00390633333,420.424683575,691.313598666667
"5020","ANAPC5",973.652206325,1020.99546303333,NA,49.768153665
"5021","ANAPC4",2926.489685,3140.959147,NA,NA
"5022","ANAPC2",1046.57281495,1115.955322,NA,NA
"5023","GGA1",5285.12469475,3547.50984666667,NA,NA
"5024","STOML2",43813.89258,39213.3437466667,NA,159.527280166667
"5025","GNG8",5564.63098125,2008.35757446667,NA,NA
"5026","FBXO2",5210.34582525,5342.60856133333,NA,NA
"5027","NOCT",2516.372925,1240.95430513333,NA,289.7543106
"5028","VPS28",1947.29388425,1281.69453933333,NA,55.93213844
"5029","TASOR",4284.764679,4696.806803,NA,378.9270401
"5030","JPT1",1936.19445825,1808.6734214,429.8019867,416.398498533333
"5031","FBXO3",1128.591689875,6455.915853,1178.70271806667,1634.10673033333
"5032","PTBP2",1392.867981225,24000.35091,NA,96.62635676
"5033","FBXW11",1105.41661075,689.477233866667,NA,NA
"5034","TNIK",5404.316284,2297.2323,NA,200.595308933333
"5035","CPSF3",2011.65856925,14322.7154933333,NA,153.668039973333
"5036","PITPNC1",7122.97460925,3335.31372066667,123.65736555,238.509201033333
"5037","APPL1",4664.35803225,3652.736328,NA,NA
"5038","PARP4",1077.0922036,2907.928141,2013.06195073333,130.40349326
"5039","NUDT5",14001.84839,12471.91797,87.9724439033333,NA
"5040","PCTP",6732.00415025,6619.118245,NA,84.26535799
"5041","MAN1B1",917.644600125,2378.9484864,NA,NA
"5042","RALY",2187.31924425,95909.9505366667,NA,805.761678233333
"5043","ERG28",3774.00817875,7153.226481,680.7612381,228.84280586
"5044","ACSL6",2340.772583,2338.304769,NA,NA
"5045","ACAD8",15193.502685,17528.1136066667,NA,97.7690213366667
"5046","ACIN1",3353.06164566667,50852.4101566667,NA,885.397094666667
"5047","AMFR",2854.55236825,6083.51888,958.65016175,857.799153633333
"5048","AGO2",2048.86770625,4952.05566366667,NA,NA
"5049","VAV3",2304.123108,1190.307414,351.127342225,686.0982361
"5050","NUP50",695.86521153,3320.91853833333,NA,NA
"5051","POMT2",1343.56828315,1362.85127766667,NA,837.1824544
"5052","CDV3",4271.73486325,2813.92716466667,NA,122.51295472
"5053","CNOT11",2529.1408995,3590.260091,NA,269.786931366667
"5054","TENM1",3001.17480475,1603.300822,NA,NA
"5055","INTS6",6866.22351075,3236.124756,NA,185.060883813333
"5056","SARDH",2285.066925,2623.13631166667,205.62000021,418.586029033333
"5057","BAG5",5153.22204575,3578.07828766667,71.3682161966667,108.158302303333
"5058","AGO1",2028.2575685,8729.15917933333,439.26351165,281.7707596
"5059","RAB21",18382.77002,14609.1175133333,95.7617403566667,76.5504226733333
"5060","RAB22A",7878.49316375,4861.19889333333,NA,624.109034005
"5061","TRAPPC2L",6857.56966133333,5097.32373066667,2337.75277193333,3676.78173833333
"5062","ZNF346",1115.36730955,4522.737142,NA,NA
"5063","PSME2",6540.605469,4504.70052066667,52.8539199833333,NA
"5064","HCN2",3031.6055905,1378.75118,NA,NA
"5065","TAOK2",2511.33599875,1361.45544433333,NA,49.0911935033333
"5066","DNPEP",2727.53332525,2982.00679533333,NA,NA
"5067","NRXN1",9980.3822015,3238.42179366667,NA,NA
"5068","CDH7",2119.1552735,NA,210.789525366667,NA
"5069","RAB23",8057.00439475,3512.424235,NA,195.5166321
"5070","MCTS1",38270.59375,24869.78255,2920.5198365,4419.041097
"5071","OGDHL",1914.46484375,3236.64095033333,2956.97686775,1952.559448
"5072","WWC3",7601.74129866667,NA,NA,NA
"5073","DENND2A",3131.7404785,1393.06805443333,NA,155.511197406667
"5074","PALD1",1963.55831925,1579.465454,379.164438225,127.2799454
"5075","SLC39A10",24100.4292,9241.20914866667,238.834423075,276.552520733333
"5076","KIDINS220",25192.118165,19307.51237,964.8463135,1344.27408833333
"5077","ASAP1",8218.24243175,9933.07527633333,NA,122.287371963333
"5078","LRFN2",1298.10617085,425.750015266667,NA,NA
"5079","ATAD2B",2257.560791,2515.50528966667,NA,48.9653177266667
"5080","NWD2",2226.3290405,1753.78051766667,NA,228.4037399
"5081","KIF26A",6901.7127685,1076.56465656667,NA,NA
"5082","ZMIZ1",36218.64502,6879.555664,NA,235.681976333333
"5083","ANKRD50",3345.257019,1601.866089,NA,75.715358735
"5084","PPP1R9A",2755.82684325,1894.43347166667,176.368092833333,422.494420366667
"5085","GRID1",580.94649505,451.177500433333,NA,NA
"5086","VANGL2",19357.874025,14281.6764333333,NA,301.104535406667
"5087","RNF150",1552.5097048,6692.4543455,3015.7562459,87.77435683
"5088","NDRG4",25194.50293,8496.86507166667,105.8963956875,215.766499833333
"5089","TBC1D24",18724.0585925,9419.240236,95.4850297125,29.382146835
"5090","PPM1H",12371.7580575,3428.477539,271.665103925,221.840510066667
"5091","HECTD1",1303.74211125,2086.516805,89.09565926,15.27306239
"5092","CADPS",24440.20703,10175.250324,237.495365125,316.794398
"5093","CORO1C",113721.503925,60071.8033866667,NA,287.227478
"5094","TPX2",2638.55778,1162.77412913333,NA,71.335964205
"5095","NOB1",1441.2856445,4262.464681,4731.51153575,NA
"5096","AKAP8L",1522.714193,3614.03776033333,NA,NA
"5097","CA14",387.006019575,768.300649166667,NA,284.342814123333
"5098","TMCO1",5763.815857,18379.54427,1419.4458616,820.505798333333
"5099","HPCAL4",2261.94656375,NA,NA,NA
"5100","MYO6",7317.447632,3438.214925,249.295852195,354.073717766667
"5101","ALK",5748.80371075,5431.66927166667,77.090856555,149.148109433333
"5102","PPT2",4718.70239275,16131.7487,NA,361.1060791
"5103","NFU1",2731.87640375,2993.75415033333,NA,NA
"5104","PRPF19",10898.274535,28589.26172,NA,95.06870173
"5105","UBQLN1",2084.5572205,4795.22355166667,NA,129.27887727
"5106","SNX12",53237.291015,36951.4453133333,104.5202514925,89.4284413766667
"5107","SYNRG",5862.8582765,3539.79231766667,189.77070522,183.90329488
"5108","NDRG2",690.80410385,364.132130933333,115.72237271,378.5165558
"5109","VPS4A",26956.6855475,13881.4925133333,719.463592525,719.384277333333
"5110","PCDHGB4",3303.05230725,NA,NA,NA
"5111","PCDHA4",8343.14624,3818.198242,NA,184.155456533333
"5112","PCDHA12",4347.58544925,3139.39957666667,NA,399.110697433333
"5113","L1RE1",2498.3125305,2475.81453433333,NA,22.60630989
"5114","G3BP2",2726.77691625,13557.0468733333,NA,531.2954203
"5115","ARHGAP26",1485.1332857,1577.83528653333,101.927153283333,161.250272775
"5116","STUB1",20492.8017575,16873.04818,NA,51.81091833
"5117","PACSIN2",26234.9091775,10803.1735043333,206.1754569825,297.296737666667
"5118","MAGED2",11452.1667475,12107.1204433333,NA,1350.83097333333
"5119","SNX6",6748.70959475,4297.45328766667,4065.7588805,1436.8948773
"5120","DUSP12",7618.758667,6065.983073,2655.52935775,1942.501872
"5121","STX8",5054.4936525,5128.23665333333,NA,NA
"5122","SSR3",7542.392456,24963.6542966667,98.17255336,196.91700745
"5123","PSMD13",19159.6157225,19989.6738266667,445.2271118,384.755069716667
"5124","FAF1",9848.6633285,6356.86165366667,NA,NA
"5125","COPS3",15479.116945,10664.5904966667,369.97356415,85.6136500033333
"5126","MINPP1",1733.246505725,2772.57698566667,NA,NA
"5127","WDR3",4811.39164233333,7676.26350966667,NA,174.970629393333
"5128","NSFL1C",32972.1186525,20728.1295566667,NA,222.924942033333
"5129","FZD1",2578.4230345,1295.65802,NA,NA
"5130","COG5",1143.563903875,2792.700521,NA,NA
"5131","SLC12A4",5851.640991,3354.79638666667,NA,NA
"5132","BSN",3640.09423825,945.630320366667,NA,NA
"5133","MACF1",26251.754395,21190.9511733333,NA,NA
"5134","CEP131",10409.2802733333,1270.00341776667,354.961112965,483.863868725
"5135","SCAF8",990.951863666667,15106.6888,NA,154.88263705
"5136","PPP6R1",7217.91674825,5490.59326166667,NA,117.98341372
"5137","IQSEC3",1505.61084,570.383199033333,186.9737193,NA
"5138","KIAA1107",3650.01263425,2212.4696961,NA,NA
"5139","AGAP1",10928.5080565,4844.77001966667,NA,339.6142578
"5140","DOLK",646.09081265,1225.8142091,NA,81.75464441
"5141","PLCL2",6260.057007,2765.27083333333,NA,NA
"5142","SMG5",2601.83817556667,3240.17928066667,NA,1652.05491133333
"5143","SLC8A2",7000.87670925,2292.105713,NA,NA
"5144","EXOC7",17343.90503,9304.345215,95.9151260725,526.750834133333
"5145","MAPK8IP3",9544.3657215,2191.289266,NA,NA
"5146","USP22",1415.64483645,3958.312256,234.421277366667,868.657511366667
"5147","SORCS3",480.9566752,431.734486933333,NA,271.16547965
"5148","USP24",11321.7919925,7755.23095666667,NA,NA
"5149","PHF24",591.817403266667,NA,NA,NA
"5150","TRAK1",1122.6659393,543.216232133333,NA,NA
"5151","AGTPBP1",2618.977417,1951.34232566667,NA,823.928629566667
"5152","UNC13A",6950.46838375,2233.05794266667,NA,47.0150705833333
"5153","IGSF9B",842.935554475,NA,NA,NA
"5154","SHANK2",4176.95422375,3363.96158866667,NA,NA
"5155","DICER1",2108.435486,5804.84619133333,NA,NA
"5156","WASF3",2943.01162725,1691.10330186667,NA,NA
"5157","MAPRE3",17562.323975,24529.6308603333,128.779290516667,177.3152135
"5158","THSD7A",7751.99584975,4316.39648433333,NA,88.78801313
"5159","CORO2B",44334.158205,36019.83594,165.2224244925,382.558232633333
"5160","SHOC2",9684.83520475,8304.70475266667,61.14651173,NA
"5161","DNM3",159008.5508,75329.03646,97.3919143566667,1011.6335449
"5162","RIMS2",4012.215088,1948.82128933333,551.06507875,384.6913401
"5163","SRRM2",515.367914933333,18522.3743533333,NA,299.68199155
"5164","PA2G4",7637.4366455,47189.1848966667,541.773284925,693.059102366667
"5165","SPG7",6012.588379,5039.691569,NA,NA
"5166","CTNND2",16285.28955,4582.42179366667,NA,NA
"5167","BAIAP2",10280.6633305,4971.181478,286.535314325,442.147227
"5168","GAB2",515.024291975,166.717699696667,NA,489.275724395
"5169","SMC3",591.727226275,10403.4114573333,NA,NA
"5170","MAPK8IP1",7961.8288575,993.306124303333,NA,NA
"5171","HDAC5",1132.27602385,2085.44873033333,NA,NA
"5172","MTMR7",2435.70166,1355.43953466667,125.320255303333,48.2939523033333
"5173","MTMR6",3514.298767,2925.773926,73.3523219533333,142.265078213333
"5174","JAG2",1696.70178225,883.536376966667,NA,NA
"5175","RTRAF",1081.775421075,5595.25748666667,NA,149.6717097
"5176","RUVBL2",61605.6337925,72651.7239633333,411.127319325,460.995279933333
"5177","PDE10A",863.4309082,NA,NA,NA
"5178","PIN4",3228.043335,4122.040446,NA,1020.05031336667
"5179","HIGD1A",5032.28399675,2899.83056633333,NA,NA
"5180","AKT3",1447.83715825,1120.06164543333,NA,607.019378566667
"5181","LZTS1",3523.92510975,2928.44311533333,NA,NA
"5182","CHKB",1929.76763925,1172.30251063333,NA,NA
"5183","EIF3L",3884.3029175,30170.55013,181.777837133333,560.492533366667
"5184","PLAA",7357.76306125,6824.16357566667,NA,NA
"5185","RUVBL1",52122.61133,59666.66146,300.872488033333,249.950434333333
"5186","NUDC",11117.154544,8908.28336566667,194.16776275,207.557922333333
"5187","BCS1L",7329.7148435,6753.49837266667,NA,148.17140391
"5188","VDAC3",509950.96875,357593.593766667,187.348559365,724.5496624
"5189","CFL2",4397.13989275,2032.98327633333,NA,92.72662861
"5190","FARSA",2074.917572,31375.19206,NA,NA
"5191","ITM2B",3498.5618285,1342.797038,171.763862913333,359.720911666667
"5192","SLC5A6",10096.805177,5347.98063166667,105.160743723333,82.17690403
"5193","MRPS33",3315.5654905,3712.595215,3726.8336014775,11603.68034
"5194","DRG1",2713.37298625,11483.0039066667,905.04409795,596.936258966667
"5195","TRAPPC4",5317.46838375,4079.68074566667,NA,NA
"5196","NCKAP1",44875.4433625,24154.00781,NA,164.487167385
"5197","CNPY2",7239.57165525,11590.9912133333,261.267262766667,351.22743225
"5198","VPS9D1",521.0938873,NA,NA,NA
"5199","EXOG",7514.83593725,7650.776367,85.19341437,NA
"5200","EXOC6B",5332.724121,2651.86808266667,NA,NA
"5201","AKAP2",12728.7001965,5015.92203766667,332.729652386667,922.970113176667
"5202","DIP2C",9186.25610375,5231.600749,1260.3382339,1036.15416453333
"5203","MAN2B2",418.304042825,2541.814779,NA,NA
"5204","EFR3B",9025.3146975,4270.795329,944.4291724,1133.6808267
"5205","ATP11B",1403.492736775,2081.43514016667,NA,438.84930801
"5206","POFUT2",1581.1311035,2187.86551933333,NA,325.022338866667
"5207","DNAJC16",1724.79156525,3359.034261,155.581793456667,642.7629598
"5208","DLGAP4",15618.813965,5741.66943333333,NA,130.92796709
"5209","STK38L",932.2738191,834.8928629,NA,98.648445145
"5210","INPP5F",7199.60632325,5436.33056633333,NA,NA
"5211","PLEKHA6",5188.71344,7153.13216133333,NA,182.213104233333
"5212","FNDC3A",2021.062317,3967.15787766667,NA,NA
"5213","MAST1",7577.18884275,3317.41813166667,NA,143.65363027
"5214","NISCH",2913.88867225,3199.97762066667,NA,340.09350206
"5215","NTNG1",444.008605925,NA,NA,NA
"5216","PIKFYVE",2970.9743045,1997.39290366667,201.532163625,342.0313212
"5217","WDR37",27494.460935,12570.4335933333,NA,NA
"5218","RPH3A",2024.58282475,1144.65425626667,66.1294110733333,89.15978529
"5219","EPB41L3",241379.636725,90813.95052,NA,279.173400866667
"5220","STXBP5L",3847.74365225,2035.61368833333,62.85793623,NA
"5221","DIS3",4999.2561035,8867.410318,NA,60.4343121866667
"5222","TRAPPC8",3804.56298825,3375.482259,NA,4127.09611
"5223","LRCH1",2942.904541,1334.06789146667,197.176376006667,67.79599794
"5224","ATP8A1",15850.6826175,7791.05403666667,NA,NA
"5225","GSTK1",1935.3600465,3419.259196,822.847958863333,582.6340332
"5226","LAMTOR2",5770.201782,6028.041504,NA,46.4562358833333
"5227","MRPS28",9374.0532225,12356.5810566667,43371.550295,11418.084227
"5228","COA3",1429.62935376667,1013.79280593333,NA,31.3463357266667
"5229","MRPS17",6042.78271475,8856.21012333333,NA,NA
"5230","MRPS7",8992.00842375,11841.6630866667,NA,20.756797315
"5231","POLDIP2",7324.076416,14270.0507833333,94.313881165,460.9293823
"5232","AP3M1",19792.95508,14750.6220733333,NA,NA
"5233","CARHSP1",12922.3540025,10241.1276026667,NA,151.7322617
"5234","THRAP3",24815.32415875,82504.7447966667,NA,2748.367513
"5235","WBP11",391.005147266667,10271.335936,NA,149.74186197
"5236","TDRKH",2673.6365965,2025.78894033333,325.784074775,151.553136166667
"5237","GIT1",16331.9799825,7912.59016933333,191.142523433333,199.5816549
"5238","ZNF281",146168.471859,1997.174316,NA,98.8871905066667
"5239","ARL2BP",4428.210144,3837.79695633333,NA,114.630072276667
"5240","POLR3K",41959.5561525,80841.3717633333,NA,371.0150248
"5241","SUGT1",6246.7993165,6128.510742,NA,61.6968034066667
"5242","MTO1",591.6302185,1052.98494463333,NA,104.13496018
"5243","YARS2",7113.86779775,11047.896485,NA,393.133148166667
"5244","COQ6",1033.239059575,1986.51306166667,NA,642.3513794
"5245","AMDHD2",3583.103638,3155.72167966667,NA,NA
"5246","ACOT9",11246.4882805,12025.7763666667,224.095781325,288.955622333333
"5247","AAR2",2375.7838135,3394.366618,NA,125.531153356667
"5248","DERA",6710.57324225,7556.288086,NA,NA
"5249","MEMO1",8083.037964,5920.64436866667,563.30680095,180.969993606667
"5250","TMX2",3340.439453,6030.138509,NA,60.90681932
"5251","NSG2",515.55158995,565.252014166667,NA,546.6439107
"5252","LSM2",1944.07739275,5583.35091133333,NA,27.29526472
"5253","SNX24",3919.15277125,2592.33666966667,56.66403708,261.946620955
"5254","STARD10",1850.37493875,1104.18469226667,NA,NA
"5255","SH3GLB1",32251.632325,10125.891275,NA,NA
"5256","NDUFAF1",1061.2169646,813.3687134,NA,562.2833455
"5257","CAB39",11592.8574225,5604.11132833333,90.525009145,83.5673701
"5258","LUC7L2",2477.9718322,31138.7513033333,1318.3756255625,491.971499133333
"5259","UBE2J1",2167.70889275,2874.73783333333,NA,NA
"5260","DHRS7",4780.572632,4973.63736966667,498.35740665,742.996663266667
"5261","MRPS2",6078.925049,12759.8492833333,NA,NA
"5262","MOB4",4793.2373045,2041.85327166667,NA,NA
"5263","RRP7A",2686.40804033333,8156.62597633333,NA,218.341252633333
"5264","SBDS",8557.585205,11941.37663,244.3994929,NA
"5265","TMED5",6300.997681,9263.28466833333,309.651737685,951.0424906
"5266","TMED7",3138.557312,13382.7913433333,NA,NA
"5267","SF3B6",1602.798309,9084.625651,NA,NA
"5268","MRPL11",10125.212766,11426.0621733333,111.1068506375,198.056526166667
"5269","REXO2",3039.66662605,5403.90462233333,NA,NA
"5270","WASHC3",2856.25419086667,2370.95727523333,NA,NA
"5271","NOP16",8568.7733155,6052.736735,NA,1980.2167766
"5272","PPIL1",21471.086915,15706.6809866667,NA,167.156524633333
"5273","UFC1",6700.0808105,7230.97395866667,NA,100.078338605
"5274","CIAO2B",2925.440918,5362.91007466667,NA,NA
"5275","MSRB2",4743.807251,3630.76293933333,51.53978793,539.4315796
"5276","MRPS16",7347.3200685,10772.4833996667,NA,166.3143056
"5277","FIS1",3378.6701965,3715.01171866667,NA,28.774012085
"5278","PAM16",3645.08813475,2411.73653166667,NA,NA
"5279","MRPS23",17307.06201,19658.3066433333,NA,195.840713466667
"5280","GOLT1B",7064.5617675,10955.2167966667,NA,106.42094042
"5281","HDGFL3",49639.1777375,29578.30469,NA,35.9745108266667
"5282","PTRH2",7970.494629,7346.565267,NA,536.367614733333
"5283","CHMP3",12513.6682145,6210.93164066667,530.08970161,539.59487915
"5284","STRAP",9412.57739275,17673.1380233333,NA,168.105313616667
"5285","RTCB",5112.61901825,17773.7011733333,3351.54010025,1260.76438383333
"5286","FBXO7",5705.76513675,4727.650065,475.91338345,694.9809061
"5287","SH3BP1",1879.40734875,1024.78127026667,NA,NA
"5288","RAP2C",9136.39025925,4589.83959966667,NA,NA
"5289","RABGAP1",9316.86132875,4594.71793633333,72.666375165,NA
"5290","HCN4",6883.62353525,2625.55769866667,NA,NA
"5291","TSC22D4",1954.94473275,2409.55428066667,2646.1531066,1007.01493343333
"5292","GRIP1",4911.583252,1994.03393533333,NA,NA
"5293","DOP1B",1899.7054445,1237.60587573333,NA,129.69408417
"5294","WNK2",16306.1862775,4609.88281266667,NA,121.192756665
"5295","R3HCC1",2884.8690795,2962.72290033333,NA,80.8785298533333
"5296","NOC2L",1051.5313926,5455.70084633333,NA,576.145019533333
"5297","CCDC9",2181.74252325,4427.97802733333,NA,203.282272333333
"5298","SAMHD1",1240.702942,4141.16723633333,NA,3164.442261
"5299","C2CD2",1055.235458325,785.9852295,NA,NA
"5300","HBS1L",2508.37640375,2278.77042633333,NA,NA
"5301","DYRK1B",3864.285034,4011.76041666667,NA,369.793434133333
"5302","SALL2",592.9694926,514.239634166667,NA,978.031005766667
"5303","PRKAB1",1970.0352175,791.483866433333,2310.607158625,3519.56774866667
"5304","WDR45",2995.4206545,3715.47257466667,12441.91009425,12799.651551
"5305","DMXL1",4471.23315425,2531.60457366667,NA,89.7149435533333
"5306","TLN1",3933.981445,3128.98112,NA,NA
"5307","KIF3A",15975.8488775,9223.767253,239.0231752325,613.0990804
"5308","TRRAP",4539.15411375,7745.58186866667,240.41793204,292.81685607
"5309","MTCL1",538.957499166667,2249.127889,NA,89.6141360533333
"5310","TCAF1",20070.9882825,27984.1888033333,266.7358551,1975.50895166667
"5311","MFHAS1",1416.67330925,3370.4871469,1338.5361325,844.3253365
"5312","DAAM1",50000.9199225,25970.64844,73.34152555,143.736969006667
"5313","HECTD4",15829.68164,17590.1800133333,NA,NA
"5314","WASHC2C",851.82188435,768.8850099,NA,NA
"5315","WDR7",12869.6787075,5689.97167966667,100.30315684,387.215830466667
"5316","USP15",4182.86035175,5252.32779966667,NA,539.152526833333
"5317","FARP1",6922.406372,11643.90983,423.97161865,680.152119966667
"5318","CEP170B",2925.67919925,1784.019206,228.628168733333,151.538490295
"5319","TLN2",9442.7731925,12152.9580066667,727.999252325,755.003478933333
"5320","RAPGEF2",11380.40796,5635.100098,137.43726563,326.400177
"5321","MYO5A",102329.83204,54016.94922,NA,200.05566662
"5322","DTNA",5823.52380375,2677.97485366667,95.77625131,305.33979795
"5323","TRAF6",3730.54602075,1623.260213,1459.319892825,712.553670266667
"5324","MAP4K5",14191.3396,11660.93099,NA,NA
"5325","HYOU1",49416.820315,96511.7682333333,NA,449.798767066667
"5326","ATG4B",2625.8584595,2425.33015933333,NA,NA
"5327","TBL2",608.5735588,3067.999349,NA,34.93732643
"5328","WIPI2",6795.762695,4965.11027033333,NA,NA
"5329","TELO2",1492.04290775,3624.996582,NA,99.60897573
"5330","LAS1L",1304.917282175,8756.08431,NA,480.020238233333
"5331","AFG3L2",48854.55469,36359.28255,99.39084911,192.7952881
"5332","ARIH1",2457.4017945,1639.02632666667,NA,NA
"5333","LSM4",4361.691223,14438.3694633333,NA,55.3908627833333
"5334","RNF114",6018.0874025,5774.27571633333,NA,204.2095235
"5335","SAMM50",52944.180665,49765.6953133333,398.201950075,503.222849533333
"5336","PRRC2C",3171.783241325,7657.76578766667,NA,NA
"5337","OARD1",1568.80460633333,2710.534017,NA,506.3264567
"5338","HSPB11",3173.930359,3072.617757,NA,NA
"5339","SHANK1",3222.3934325,1172.3375244,NA,NA
"5340","PPME1",37300.2343775,29317.98112,NA,NA
"5341","ASB3",914.171333375,1041.94177246667,NA,NA
"5342","TRIM17",2002.81241866667,1625.7396445,NA,NA
"5343","TIMM22",27449.7094725,18589.75879,NA,NA
"5344","AP4S1",1511.3078,1276.0658569,2259.2593079,858.6988831
"5345","YTHDF2",264.414998366667,6811.695638,NA,135.212694796667
"5346","PAXBP1",10860.3333336667,6545.774414,NA,65.42244465
"5347","NME7",3680.1690065,2813.754476,307.625677125,579.975728293333
"5348","SUPT16H",1863.784790075,10801.372394,NA,NA
"5349","PCDHB5",1574.3641965,1622.913208,646.064579125,822.837646366667
"5350","PCDHB2",2840.31494125,1433.93416333333,513.770843525,525.637817333333
"5351","PCDHB15",1889.5799255,1466.0684508,NA,260.766011566667
"5352","PCDHGB7",3313.760071,1474.073161,NA,768.0999095
"5353","PCDHGB2",1794.07864375,687.1324768,2230.86245725,2270.49560566667
"5354","PCDHGA7",1739.14221175,1083.64493816667,NA,898.1584625
"5355","PCDHGA6",2673.17907725,1815.7212168,535.0987854,637.282278633333
"5356","PCDHA10",2665.89895625,1059.5374756,NA,884.540242533333
"5357","PCDHAC2",2417.25180025,1906.86311866667,NA,650.1693896
"5358","TIMM9",742.779113866667,NA,NA,NA
"5359","PCYT1B",859.32751465,3549.14225266667,1059.32928465,661.135762533333
"5360","UCHL5",7116.15502925,8984.97282066667,NA,NA
"5361","CD2AP",1787.13064575,1985.462728,NA,NA
"5362","ATP6V1D",14068.48584,5956.97607433333,32.7783724433333,44.4242019666667
"5363","TNPO3",8138.52771,8705.626953,NA,37.670601365
"5364","TIMM13",917.13457495,2134.88859066667,NA,NA
"5365","SRPRB",9183.3809815,18688.3847666667,NA,185.581504816667
"5366","CERT1",3153.8915405,4030.89681,NA,187.414198563333
"5367","GMPPB",7898.14978025,8749.72330733333,NA,NA
"5368","TRAPPC1",8193.29138175,6500.996094,134.4205064875,495.644419366667
"5369","TRPV2",2850.0039065,1313.125305,NA,NA
"5370","CDC42BPB",14159.9074725,8042.47184233333,NA,56.83170366
"5371","RBM8A",1083.917388925,23554.73112,NA,168.287876155
"5372","TSSC4",3119.77392575,3972.36238633333,NA,500.27706098
"5373","MPC1",1469.177246175,1123.82942726667,NA,243.38677215
"5374","IER3IP1",13652.46802,21336.4283866667,1169.53788253333,3610.28914366667
"5375","SNX14",797.773763033333,3305.496175,NA,2951.9308776
